text,label
"Get rid of:  WEF, USAID, NATO, USIP, WHO ......ASAP!!",1
NATO have so much blood on their hands.,0
"Srecan mi rodjendan, a nato da pusi kurac",0
"This is Hossam’s team, and we are sharing his final message :  “If you’re reading this, it means I have been killed—most likely targeted—by the Israeli occupation forces. When this all began, I was only 21 years old—a college student with dreams like anyone else. For past 18 months, I have dedicated every moment of my life to my people. I documented the horrors in northern Gaza minute by minute, determined to show the world the truth they tried to bury. I slept on pavements, in schools, in tents—anywhere I could. Each day was a battle for survival. I endured hunger for months, yet I never left my people’s side.  By God, I fulfilled my duty as a journalist. I risked everything to report the truth, and now, I am finally at rest—something I haven’t known in the past 18 months . I did all this because I believe in the Palestinian cause. I believe this land is ours, and it has been the highest honor of my life to die defending it and serving its people.  I ask you now: do not stop speaking about Gaza. Do not let the world look away. Keep fighting, keep telling our stories—until Palestine is free.”  — For the last time, Hossam Shabat, from northern Gaza.",2
"Where are Arab Countries? Especially rich countries like UAE, Saudi Arabia? MBS is busy hosting Ukraine & Russian peace talks. It is admirable, but here Israel has killed more than 61,000.00 Palestinians in Gaza & continues, we all know Trump is behind this. For sake of humanity can MBS call Trump to stop it?",2
"Silvie, das erzählen dir deine Nato-Medien. Zufälligerweise stamme ich aus Донбасс (Donbass). Wir sind Russlanddeutsche und haben am eigenen Körper miterlebt was die Ukrainer unter Führung von Natomitgliedern mit unserem Volk angestellt hat! Wir sollten ausgerottet werden. Das war und ist Völkermord!",0
Before you do block ...a wee anniversary you'll not see on the loyal ulster media......and you wonder in surprise why people resist occupation...from Palestine to Ireland...,2
"in effect what you are saying is that we need atomic weapons and delivery systems including sat guidance ,",1
Arming Israel 🇮🇱 to kill innocent civilians in GAZA and Bombing the Houthis in Yemen 🇾🇪 because they are saying to Israel 🇮🇱 no humanitarian violations in Palestine 🇵🇸 something that United Nations 🇺🇳 could not do for many months Now you want peace in Ukraine 🇺🇦.This is hypocrisy,2
We did put on trial and executed Nazis after the war,1
"On March 24, Chinese Premier Li Qiang signed Anti-Foreign Sanctions Law:  The law allows China to retaliate against foreign entities violating international law, imposing containment, discrimination, or interfering in internal affairs. Measures include visa/asset/trade curbs.",1
Dual Ukraine US?,1
What if Zelensky will only talk to any US envoy after they  visit that school and talk to the parents?  They should know what they're dealing with and who Putin really is. Putin IS Bucha. Putin IS that shool.   They listen to his lies. Now they should learn the reality.,2
A new cathedral outside Moscow dedicated to the Russian Armed Forces has been consecrated. Only the Church of Christ the Savior + St Isaac's exceed its height in Russia. Its domes are dedicated to the patron saints of each branch of the Armed Forces—with Christ in the main dome.,0
"They see that sanctions do not work, so they say let's try this.😉😂",0
Trump Hits Venezuela with Economic Sanctions for 'Purposefully and Deceitfully' Sending Illegal Alien Gang Members to U.S. https://ift.tt/tY95PH2,0
"If anyone agrees with this, halting weapons delivery, how can one believe Europe will send peacekeepers to Ukraine?",2
BREAKING| Casualties reported after the Israeli occupation bombed a tent in the northwest of Gaza City.,1
The very UN who describes the Israeli occupation as illegal🥴,0
"I feel like he’d prank her a lot and then as revenge she’d start a prank war, but overall he pranks the most out of the two of them",1
"Today, Russians destroyed this family as they slept in their beds in Kyiv.  The father and 5-year-old daughter, Nichole were killed, with the mother now unconscious and hospitalized, after Russians sent around 200 drones into cities all over Ukraine.  With the world now watching from a safe distance, Russians no longer hide their genocidal intent, Russians will be doing this all over Europe if allowed.",2
"Ostaće zapisano u istoriji da smo prvi beli narod koji je pucao na nacističku Nato alijansu. Posle par decenija će Hrvati pisati da su to zapravo oni uradili, A Šiptari da su činili većinu u srpskoj vojsci. Mi ćemo se smejati kao što se smejemo na budalaštine koje danas pišu.",2
"This is the true ugly face of Israel & its unlawful, brutal occupation.",2
"Despite the dangerous and untrue threats made against us from the Israeli occupation, we remain committed to our profession and will continue to report on this genocide .",2
Russian peace in Ukraine: #RussiaIsATerroristState,0
"Name: Taiwo Genotype: AA Blood Group: O+ Age: 29 Education: BSc Residence: Ijebu Ode, Ogun State Languages: Yoruba, English Occupation: Banker About Me: Honest, truthful, and funny. I enjoy traveling, swimming, and watching movies. Easygoing and value peace of mind.",1
Moscow is burning. Russians are laughing. I think they wouldn’t mind a bit more “fun” 😁,0
"Interesting perspective. Uzbekistan citizens typically support Ukraine's territorial integrity since the war began, despite deep ties with Moscow.",2
"⚡️⭕️ The first moments of the martyrdom of the journalist Hossam Shabat after the occupation targeted his car on Salah al -Din Street in #Gaza City. This is Israel, having a free reign to commit warcrimes while boasting about it, under the protection of the USA.",2
"Zelensky confirmed the use of the ""Long-Neptune"" cruise missile (1,000 km range) against a Russian oil refinery. But this wasn’t its first strike—Ukraine had already used it on a military target in occupied Crimea. New systems were also tested recently. https://www.nettavisen.no/nyheter/ukrainas-hemmelige-vapen-mot-russland-har-testet-helt-nytt-system/s/5-95-2347189",2
"A child with special needs flees with her kittens on her wheelchair, after the occupation forced Gaza residents into forced displacement.",2
"ICTY, Hague Slobodan Milosevic: The future will show that #Yugoslavia was in fact a training ground & a model for the countries of the former USSR, in which one of the main points is the confrontation between #Russia & #Ukraine and the planning of Ukraine's inclusion in #NATO.",0
"And Agenda Being Played Under The Table: A Full Deck In One Sleeve So if Israel killed John F. Kennedy because he was in the way of Israel getting nuclear weapons. 3rd temple? Donald Trump is sending money to Israel. Leash? But Donald Trump wants to put sanctions on ICC. Legal foothold for criminal trial? And Donald Trump wants Israel to destroy Iran’s nuclear facility. Catch 22? But Israel wanted to continue the war in Gaza. Trade route? So Donald Trump announced the US is taking over. Strategic outpost? What is the ultimate goal? The JFK Files: Israel’s Shadow in the Assassination The newly released JFK files from the National Archives 104-10337-10001 don’t directly name Israel, but they crack open a door that’s been bolted shut for decades. The files show the CIA had a pre-assassination file on Lee Harvey Oswald 33 documents, 110 pages, with only 11 from the CIA itself. That’s a slim dossier for a guy pegged as a lone gunman, and it’s got FBI, State Department, and Navy fingerprints all over it. The kicker? The files reveal a disorganized mess of 250,000-300,000 pages, unindexed, with gaps that scream “missing pieces.” Then there’s 104-10433-10209, which talks about the FBI and CIA restricting research, withholding data from the Warren Commission, and the Justice Department sitting on test results nobody else has seen. This ain’t just sloppy it’s a neon sign pointing to a cover-up. Now, let’s connect the dots to Israel. JFK was a roadblock to Israel’s nuclear ambitions historical records show he pushed hard for inspections of Israel’s Dimona reactor in 1963, threatening to cut aid if they didn’t comply. By November 22, 1963, he was gone, and LBJ, who was way friendlier to Israel, took over. Dimona went online, unchecked, by 1967. The files don’t spell it out, but the timing, the gaps, and the CIA’s focus on Oswald’s Mexico City trip where he met folks like Silvia Duran and Valeriy Kostikov 104-10332-10022 hint at foreign players. Mexico City was a hub for anti-Castro ops, but also a spot where Israeli intelligence, via Mossad, could’ve crossed paths with CIA assets. If Israel had a hand in JFK’s death to secure their nuclear program and the 3rd Temple dream tied to their eschatological goals Trump releasing these files isn’t a love letter to Israel. It’s a warning shot. Money to Israel: The Leash Trump’s sending funds to Israel, sure, but it’s not charity it’s control. Israel’s military machine leans hard on U.S. aid $3.8 billion a year, plus extra billions in 2025 for Iron Dome upgrades. That cash comes with strings: Israel has to buy American weapons, keep U.S. contractors fat, and play ball on regional strategy. Trump’s got Netanyahu on a leash, not the other way around. Sanctions on the ICC: Legal Foothold Trump’s push to sanction the ICC isn’t about protecting Israel it’s about protecting his leverage. The ICC has warrants out for Netanyahu over Gaza war crimes, and if that trial happens in The Hague, Trump loses control. By sanctioning the ICC and pushing for any trial to happen in the U.S., he’s ensuring America calls the shots. If Netanyahu’s tried on U.S. soil, Trump can dangle a pardon or a conviction as a bargaining chip. That’s power, not loyalty. Israel and Iran’s Nuclear Sites: The Catch-22 Trump’s greenlighting Israel to hit Iran’s nuclear facilities, but it’s a double-edged sword. Iran’s program threatens Israel, sure, but a strike risks a wider war dragging the U.S. in. Trump knows Israel can’t do it alone; they’d need American intel, refueling, and maybe boots on the ground. By pushing this, Trump’s forcing Israel into a corner: act and risk chaos, or stall and look weak. Either way, Trump wins Iran’s crippled, or Israel’s exposed as dependent. Gaza War and Trade Routes: Strategic Outpost Israel’s been itching to control Gaza for decades not just for security, but for the Ben Gurion Canal project, a trade route to rival Suez. Gaza’s coast is prime real estate. Trump announcing U.S. takeover of Gaza in 2025 isn’t him handing it to Israel it’s him snatching it for America. U.S. troops in Gaza mean a strategic outpost in the Middle East, a chokehold on shipping lanes, and a base to counter Iran, Russia, and China’s regional plays. Israel wanted Gaza; Trump took it. The Ultimate Goal: American Dominance, Not Israeli Supremacy Trump’s endgame isn’t yielding to Israel as a superpower it’s cementing American dominance while keeping Israel as a useful, but leashed, attack dog. He’s not Netanyahu’s pawn; Netanyahu’s his. Here’s Why: The JFK Files as Leverage: If Trump was Israel’s lapdog, he’d have buried those files, not released them. By letting them out, he’s signaling to Netanyahu: “I know what you did, and I can make it worse.” That’s a power move Trump’s holding a historical bombshell over Israel’s head, ensuring they stay in line. Gaza as a Chess Piece: Taking Gaza isn’t a gift to Israel it’s a middle finger. Israel’s spent years bleeding for that strip, and Trump just swooped in, planting the Stars and Stripes. Now he controls the trade route, the narrative, and the regional power balance. Netanyahu’s Trap: With the ICC sanctions, Trump’s boxed Netanyahu in. If Bibi’s tried in the U.S., Trump decides his fate. If Israel balks at Trump’s Iran demands, those JFK files could get a louder megaphone maybe with more declassified dirt on Mossad’s 1963 moves. Will Benjamin Netanyahu ever be tried in the US? Israel is responsible for The USS Liberty attack. Israel is responsible for 9/11 What happens when Donald Trump releases those files which also implicate Benjamin Netanyahu? The International Criminal Court (ICC) issued arrest warrants for Netanyahu in November 2024 over war crimes in Gaza specifically for starvation as a weapon and civilian attacks. Trump’s 2025 push to sanction the ICC, as you noted, is a power move to pull any trial into U.S. jurisdiction. If Netanyahu’s tried in the U.S., Trump controls the outcome conviction, pardon, or a deal. It’s possible, legally, because the U.S. can prosecute foreign leaders for crimes impacting American interests, especially if tied to events like 9/11 or the USS Liberty. The Foreign Sovereign Immunities Act has exceptions for terrorism, and the Anti-Terrorism Act lets U.S. victims sue foreign actors. Netanyahu’s not immune if the evidence sticks. What is being set up to get us there is the question?",2
It makes sense only when you realize they are TRYING to destroy us. Destruction of America is Putin’s goal.,0
Aucun praticien hospitalier n'a été révoqué pour avoir exprimé son opinion sur l'obligation vaccinale c/Covid-19. Aucun n'a eu 3 ans d'interdiction d'exercer pour avoir exprimé son opinion. Aucun n'a eu ce cumul de sanctions pour les mêmes faits. Etc. Contrairement à moi...,1
"🇺🇦 Kyiv’s Wall of Remembrance of the Fallen Defenders of Ukraine. 🙏🏽To the families of the Ukrainian Defenders, our thoughts and prayers are with you. Your loved ones' courage and resilience serve as an inspiration to the world, and their heroism will be forever remembered.🕊️",2
"Frau Melnyk lehnt Wahlen in der Ukraine ab. 'Die dürfe es auf keinen Fall geben.' Anschließend schwärmt sie von der großartigen ukrainischen Armee, die die beste Europas sei. Die Dame hat offenkundig den Verstand verloren: 'Ohne die Ukraine sei Frieden in Europa nicht möglich.'",2
'El único líder con el que Donald Trump parece estar reconstruyendo sus relaciones es Vladimir Putin. Es una cuestión puramente ideológica: el respeto que le tiene un imperialista con ínfulas mesiánicas a otro' Pablo Iglesias 👇🏽 📺 LA BASE | https://youtu.be/7zYNGJsbdHE,0
Blame the CIA and nato for stating the war not trump for trying to be it.,1
"Der Krieg in der Ukraine hat eine lange Vorgeschichte. Alle sind mitschuldig, EU, NATO und USA. Wer die negiert und vertuscht, wird keinen Frieden schaffen!",1
send this as an answer to all NATO assholes when they come up with Georgia.,1
"NATO must be judged fairly by their actions and reasons for engagement in wars including monetary gain and power.  Sadly, Putin’s opinion seem to be substantiated by the facts.",1
It's clear Ukraine will refuse peace. Pause aid to Ukraine and lift sanctions on Russia sir. Let 'em stew and recheck,2
"Si Poutine avait eu l'intention de s'emparer de l'Ukraine, il l'aurait couverte d'un tapis de Bombes à la façon des USA, sans égard pour les civils et il n'aurait pas signé les accords d'Istamboul en 2022 que Zélensky a rompus sur instigation des anglo-saxons.",0
"Enemy aliens. Definition: Anyone in the country who is not a citizen who engages in the delivery of weapons of mass destruction like fentanyl or provides moral, financial or other support to recognized terrorist organizations like drug cartels or international Islamic groups that call for the destruction of a people and the imposition of Sharia law. Any alien who commits a felony level crime against the people of the United States is an enemy to the maintenance of law and order and thus an enemy to the country. Formal declarations of war died with the growth of asymmetrical warfare on the part of enemies of the United States, since most of the 'war' is being carried out by non-state actors although they are supported, in many cases, by states inimical to the interests and well being of the United States and its citizens.",1
Time to leave NATO and the UN.,0
"Cette vidéo c'est une réalité, c'est le lobby juifs sioniste raciste qui défend l'occupation d'arpartheid Israélienne qui fout la merde en France pour nous empêcher de dénoncer le génocide de Netanyahou le criminel de l'humanité.  Vive la 🇵🇸",0
A billion-ruble penthouse is going up in flames at Moscow’s ultra-luxury Rosa Rossa complex on Zubovskaya Street.  Always nice to see Russia getting what it deserves.,0
"Remember folks, if Jeffrey Goldberg hadn't spoken up he'd still be receiving classified war plans from Pete Hegseth to this day",1
"Bitcoin is on the rise as investors believe Trump may ease tariffs. With the U.S. Treasury lifting sanctions on Tornado Cash, it's clear—America is paving the way to lead in crypto. Let's make America the number one in crypto! #Crypto #AmericaFirst https://www.cnbc.com/video/2025/03/24/bitcoin-bounces-investors-bet-trump-soften-tariff-stance-cnbc-crypto-world.html",1
Notare il bellissimo ritratto dietro le spalle di Zelensky nel suo ufficio presidenziale a Kyiv: il Cremlino che brucia. Già solo per questa immagine se si ricandida stravince le elezioni presidenziali.,2
Los MAGA admiran fervorosamente la Rusia de Putin. La Rusia de Putin se ríe de ellos. Los consideran idiotas a los que pueden manipular para conseguir todo lo que quieran.,0
Invasión de Aidens en mi twitter (Amo),1
That’s trump for you. He’s probably thinking of doing the same to Canada in order to steal our resources. If it happens an attack on one NATO nation is an attack on all excluding the US,1
"Questa bambina si chiamava Nicole, aveva 5 anni. Il padre si chiamava Oleksander. Uccisi questa notte a Kyiv dai russi. La mamma è grave in ospedale. Chiunque aiuti i russi, ha i civili ucraini sulla coscienza, ed è un obiettivo legittimo della giustizia o della vendetta 🇺🇦",2
BREAKING: Israeli occupation forces bomb a tent for displaced people northwest of Gaza City.,1
A nuclear weapons delivery system similar to China 🇨🇳 and Russia. 🇷🇺,1
"Russia demands sanctions be lifted on its agricultural exports. Without this, there’s NO DEAL. Is the West finally realising they can’t keep ignoring Russia’s concerns? 🧵 3/5",0
It is astonishing how everything you say about Hamas is actually true about the IDF. Lies over lies over lies from the Israeli genocide occupation force.,1
Sanctions are called for. Unacceptable.,1
"🚨 🔥 #NATO’s war left #Libya in ashes. Now, instability fuels migration. Blaming fellow #Africans won’t rebuild nations. Let’s demand #justice together —for migrants and for Libya. #SolidarityNotSuffering",1
"He does a lot better reporting on current events the. Anyone from the legacy media, as if you follow the legacy media you’ll think Ukraine winning",0
Kyiv air raid now,2
Now playing live on JDK Radio - Kyiv Frequencies by Host: Кarry G Spread the word!!!,2
"🔴ALERTE INFO Gabriel Attal souhaite ""un processus d'adhésion accéléré de l'Ukraine pour que des députés ukrainiens observateurs puissent siéger dès l'année prochaine au Parlement européen"". Complètement IRRESPONSABLE.",2
"Stop following blindly, Marco. Promoting peace? Sure, he’s trying to end the Russo-Ukraine war, and we’re grateful. But he also started wars in Yemen and Israel. Are those bombs killing civilians 'peace bombs'? We love Trump, but we don’t agree with everything.",0
Accidentally texting someone war plans sounds like something a drunk person would do...,1
"Trump’s obsession with Greenland is reckless. It’s a sovereign part of Denmark, and 80% of Greenlanders reject joining the U.S. His threats strain NATO ties and risk conflict. We should respect allies, not bully them into submission. This isn’t leadership, it’s arrogance.",1
Initial ceasefire proposal prediction Putin wants international recognition of lands Not possible. Ukraine's redline. Putin requires no weapons delivery. Trump will likely agree to this for the duration of ceasefire. Permanent ban from NATO. Legally binding with peace deal.,0
NATO aggression against Yugoslavia of 1999 in a nutshell. 👉 Detailed recap of the atrocities by the North-Atlantic Treaty Organisation and its member-states. #NeverForget,0
"Pour le moment il n’a surtout rien fait d’autre que de brasser de l’air. Une sorte de Sarko 2.0. Les influenceurs ne sont toujours pas expulsés, Sansal toujours emprisonné et aucune des hypothétiques sanctions n’est gravée dans le marbre.",1
BREAKING: US Senator Mike Lee calls for the United States to leave NATO.,0
"February 18, 2002 #ICTY, Hague Slobodan Milosevic: The #NATO aggression against Yugoslavia was retaliation for the existence of #Yugoslavia, the resistance of enslavement and the independent policy that Yugoslavia was leading. #NATOaggression1999 #KosovoIsSerbia🇷🇸 #UNSCR1244",0
"In 1812, Napoleon Bonaparte, the greatest European war General of the 19th century century who was also the Emperor of France, led the imperial French army into Russia. Rather than allow the French army to capture Moscow with all her Glory and riches, the Russian Army burnt Moscow to the ground and turned that city into ashes. Napoleon Bonaparte was enraged and driven mad when he saw what the Russians did to themselves. Napoleon Bonaparte went with 600,000 soldiers into Russia, only 1/5th of them made it out alive. Russians (USSR) sacrificed close to 30 million souls in order to stop the greatest war machine the world has ever seen which was Nazi Germany. The Germans kept killing the Russians until they ran out of bullet. Russia is not a normal country, it is the Afghanistan of Europe. Any foreign army that enters Russia, always end up destroyed.",0
Pete Hegseth Sent Secret War Plans to Journalist by Accident: Report - Newsweek https://www.newsweek.com/trump-secret-houthi-war-plans-goldberg-hegseth-2049762,1
"They cannot, pretty much all weapons delivery yo hezbo are gone I think.. unless Russia starts sending them blatantly which I doubt. Hezbo won't do shit . After Nasrallah they lost",1
"Europeans are ramping up to an open war against Russia. Britain threatens nuking 40 Russian cities. It is time Trump removes USA from this insanity: 1. leave NATO 2. recall ALL US troops from Europe 3. stop all weapons, money and intelligence delivery to ukraine",0
"For the second time today, Israeli occupation forces stormed Shuafat camp and abducted Palestinians, parading them in the streets.",1
"Fantasies! Russia in three years couldnt take more than in first 6 months. Russia is exhausted now and have no capabilities to move forward. And lets not forget before Ukraine was not attacking inside RU, now Moscow burns, how long russians will like burning moscow?",2
A defensive attack You know that. @NATO 🤡🤡🤡,1
"'Please believe us'. It's not even 'the kill switch' that is the only problem. US can simply halt delivery of spare parts and weapons to an army dependant upon it. You hear that IDF, all it takes is one president AOC.",1
Those sanctions are going prove impervious as they still regarded South African freedom fighters and placed them on terrorist list until 2008. You are naive of you think sanctions will have effect on anyone in South Africa.,1
"Israel is excluded because of being strong ally with the US which can turn out disaster for EU if the US will decide to locked up any tech or future delivery for Europe due to their strong bonds with russia. Although I hope Israel will still receive ammunitions, weapons, tech ect",0
Today is the 22nd anniversary of the invasion of Iraq. Here are US soldiers uncovering Iraq’s “weapons of mass destruction”,1
Considering the US has an Invasion portal into every country it has a base in (including the UK) changes need to be made.,1
"Trump's 25% tariff threat on nations buying Venezuelan oil, effective April 2, 2025, has sparked a stock rally and is likely the most talked-about story today. Surprisingly, markets rose as Trump might soften the stance. Meanwhile, ""productive"" Ukraine-Russia peace talks in Saudi Arabia over a Black Sea ceasefire are also big news.",2
Where did they expand to? Nowhere...stop making stuff up. Ukraine requested...but NATO did not expand. Russia invaded solely to control Ukraine's resources.,2
"Manu Levín ""me parece paradójico que se diga que el problema es que Putin va a invadir hasta Albacete, mientras fodos de inversión de EEUU acumulan miles y miles de viviendas en toda España, que no saben ni dónde están"". Tal cuál",0
"Гарно, стегна це гарно 👍",0
"Unveiled: The jaw-dropping truth behind every single war—bankers pulling the strings, and here’s the electrifying reason why!",1
"Austria dismantled a Russian spy network targeting Ukraine’s support across German-speaking nations The network, with agents embedded in Austria, Germany, and Switzerland, sought to undermine Ukraine's position and sway public opinion https://euromaidanpress.com/2025/03/24/austria-dismantles-russian-spy-network-that-targeted-ukraine-support-across-german-speaking-nations/?swcfpc=1",2
"Saudi Arabia wants to host peace talks between Russia and the U.S. on behalf of Ukraine and watches Palestinians, Lebanese, and Yemeni infants, children, and innocent people get killed with U.S. weapons and aid! 🤡 SHOW!",1
Christians must be united against the invasion of the Islamic evil cult. Deus Vult,0
He has thrown Iran under the bus multiple times in the last 20 years UN resolution 2231 banning Iran weapons exports non delivery of S-300 air defense systems non delivery of Su-35 planes paid for iran delivered missiles and drones at critical time for Russia to fight Ukraine,0
#Gaza 😥🇵🇸 #Palestine The massacre committed by the occupation after targeting the tents of displaced people in the Mawasi Khan Younis area in southern Gaza. #غزة #فلسطين #مجزرة,2
"Using the mocking label of “humanitarian intervention,” @NATO aimed primarily at civilian targets in #Yugoslavia. Over 11 weeks of the aggression approximately 2,500 people, including 89 children, were killed, 12,500 injured, 1,500 settlements destroyed. #NoStatuteOfLimitations",1
"Witkoff Optimistic on Ukraine Talks, Says Putin 'Wants Peace' https://www.newsmax.com/world/globaltalk/russia/2025/03/23/id/1203984/",2
Nato na detelinari,1
It is invasion of his home.he can have his kids not step in into someone else's home,1
"🤡 GUIGNOL Attal déclare vouloir une adhésion ultra-rapide de l'Ukraine à l'UE. Il ignore sans doute que cela -coûterait plus de 2700 Mds€ de reconstruction, soit ~500 Mds€ aux contribuables français -mettrait la France en faillite -détruirait ce qui nous reste d'agriculteurs.",2
"For the first time ever, the Trump administration imposes sanctions on China's oil industry for illegally purchasing oil from Iran.",0
Are Trump and the US the right people negotiating the fate of Ukraine? I don't think so,1
I don't even have to look at the archived articles to know all that. Ukraine was always reported as the bad guy. It only became the darling of the Wicked Witches after the Maidan coup when the regime sought to join NATO and the EU. That led the eastern regions to seek autonomy.,2
"Russia's Belgorod region in flames tonight as Russian channels lament Ukrainian forces continuing to press further. Kozinka, Belgorod People's Republic",0
True. Remember the old SNL sketch from the first Gulf War with Phil Hartman as Sec. of Defense Dick Cheney during a press conference were the journos were asking the exact time of the invasion of Kuwait? What units and the time of the airstrikes on live TV? 😆,1
Thats great but its the white countries that hijacked and are doing the bombings and weapons delivery to pissrael u need to take ur country back 1st not blame browns,1
I can’t believe I have to say this… Greenland belongs to Greenlanders 🇬🇱 Canada belongs to Canadians 🇨🇦 The Panama Canal belongs to Panamanians 🇵🇦 Ukraine belongs to Ukrainians 🇺🇦 End of story. Full stop! 🛑✋,2
"📸 As part of the security operations carried out by the General Security Department, a shipment of military weapons and ammunition was seized in Deir Ezzor Governorate. It was intended for delivery to the remnants of the defunct regime in the city.",1
"Nothing will change for Israelis or Palestinians until ISRAELIS realize that their peace comes with liberation of Palestinian people. Not Hamas, not PLO or whatever will come years later, until Palestinians as a whole are liberated from military occupation.",1
"Journalist Hossam Shabat said when Israel assassinated Journalist Ismail Al-Ghoul: “We are not criminals! Since the beginning of this war we’re providing coverage yet the israeli occupation continues to target us, WE ARE NOT CRIMINALS” Today, Israel killed him—enabled by Western media and journalists who white washed and remained silent in the face of Israel’s ongoing crimes.",1
"Ben even gaan kijken bij een van de getroffen flats in Kyiv, waar vrouw werd gedood. Een buurvrouw zei over de vredesbesprekingen: 'Begrijpt de wereld wel echt hoe slecht Poetin is?' #oekraïne",2
"Sumy under fire—Russian missiles hit a children’s hospital, school, and homes, injuring 88, including 17 kids. X reels as Ukraine calls Moscow’s peace talks hollow. #SumyAttack #UkraineWar #GrokTake",2
"Нові друковані постери А3 та ті, що вже були. Всі постери доступні для замовлення.  Переглядайте та обирайте😎 #Sociopath 2025  #українськемистецтво #stencilart #ukrainianart #kyiv #ukrainianartist #dailyart #ukrainianart #streetart #україна #dailyart",1
"This little girl has just experienced Russia's peaceful intentions. Russia hit Sumy with a missile, attacking residential buildings and school. Luckily, all the students were in a shelter. 65 injured, including 14 children. @SteveWitkoff do you still believe Putin?",2
"Popovka, Belgorod region, has come under the control of Ukrainian forces, according to Russian milblogger Romanov. Previously, several Russian channels including Romanov himself reported ongoing assaults with Ukraine's 8th SSO regiment reportedly involved.",0
"When the USSR fell apart, Ukraine ended up with sensitive technical documents and blueprints related to nuclear weapons and their delivery systems.",1
"Hossam stood strong in the north of Gaza, reporting amidst the horrors the occupation was inflicting upon his ppl. Without journalists like him on the ground when the north was cut off from the rest of the strip, we would've never learned of the atrocities. Israhell killed him.",1
Z flips and flops on peace talks. He doesn’t want peace.  He just wants 💰,1
I've got great news if you're in need of a HUGE Ukraine peace talks lowdown.  Everything we know about the Russia-Ukraine war talks https://www.express.co.uk/news/world/2031712/russia-ukraine-war-talks-everything-we-know,1
Yes!!! Whether or not the local Government supports it or not. It the federal government’s job to our country from foreign invasion. It in our constitution.🇺🇸,1
Well what a surprise.  Turns out that the claim China approached EU officials about joining a peacekeeping mission in Ukraine is completely untrue.,1
A Tusk z Niemcami i Francja chce wyjebać nato z Europy i budować europejską armię. Czarno to widzę. Bo jak oni będą budować wspólna armię tak jak rozwiązali kryzys migracyjny to ja tego nie widzę,0
"@PBBabscbn learned their lesson from gen 11 season kasi sa celeb edition mas maganda na editing tas less toxic pa. For some reasons, mas bet ko tong batch nato ngayon. Good vibes lage. Special thanks to esnyr. 😆👌😂",1
"ICYMI: DOGE signed an agreement with Louis DeJoy to slash 10,000 jobs from the already-understaffed USPS.  The USPS is the nation’s lifeline, ensuring delivery to every corner of the country.  We cannot allow it to be dismantled, sold off, and handed over to billionaires for profit.",1
"Flash Shelton, an anti-squatting activist, reveals how squatters in California exploit tenant laws, blurring the lines between tenant rights and unlawful occupation. He shares strategies for dealing with squatters and the challenges homeowners face in reclaiming their properties.",1
"Bumped into @slantchev today at @kse_ua. He’s in Kyiv, teaching KSE undergrads in person. Our students are in good hands!",2
"Let's admit Putin is from Kosovo, What about Israelis whose DNA is European but they are hiding their war crimes under semitic  patent  and promised land?",0
"Denmark owes nothing to the U.S, when they invoked article 5 of NATO Denmark was one of the countries who came to their aid - How dare Vance say they are not good allies because they won't give Trump what he demands!",1
"By endorsing Russia’s sham referendums in occupied Ukraine and suggesting Ukrainians voluntarily chose to join Russia, Trump’s envoy Steve Witkoff has discredited himself and whitewashed the horrors taking place under Russian occupation   https://www.atlanticcouncil.org/blogs/ukrainealert/putin-is-ruthlessly-erasing-ukrainian-identity-in-russian-occupied-ukraine/",2
Trump Hits Venezuela with Economic Sanctions for ‘Purposefully and Deceitfully’ Sending Illegal Alien Gang Members to U.S. https://www.breitbart.com/politics/2025/03/24/trump-hits-venezuela-with-more-tariffs-for-sending-gang-members-to-us/,1
I welcome the sanctions imposed by the United Kingdom against Sri Lankan government officials.  This is another important step towards accountability on the island.  This follows sanctions imposed by Canada against Mahinda and Gotabaya Rajapaksa in January 2023.,1
"🇷🇸 March 24, 1999 – The Day NATO Rained Fire on Yugoslavia  For 78 days, NATO bombed Yugoslavia without UN approval, dropping over 28,000 bombs, including depleted uranium and cluster munitions.  More than 2,000 civilians were killed, over 250,000 displaced, and the nation’s infrastructure, culture, and soul were systematically shattered.  This is what Western “humanitarian intervention” really looked like.  Never forget. Never forgive. Never NATO.",0
Air raid alert in Kyiv now!,2
This is on Trump. Putin's taken him for a fool.,0
"48 was absurd deal which wasn’t agreeable for any nation, 67 was literally started by Israel, 73 was obviously justified lol, Israel occupied Gaza, West Bank, Sinai and most of Golan Heights. Barak also didn’t come to Taba💀, then Israelis rejected peace talks by electing Likud",1
Good evening 🖐️ We are from Russia 🇷🇺 The Russian offensive in Kursk continues. Bandera's grandchildren will share the fate of Hitler's sons ☠️ The total collapse of Nazi Ukraine and the entire 2nd Nazi coalition.,0
"Just to understand how twisted international law is - imagine that as part of a peace deal, Ukraine would recognize Crimea as part of Russia. Within a day, it would go from an illegal occupation to a legitimate territory - that's stupid. A piece of paper cannot rule the world.",2
"❗️Russia managed to influence officials in the White House and now Putin is taken at his word, despite all the contradictory intelligence data, – Zelensky  More from the president's statements:  ▪️the Russians falsely hinted to the Americans that Ukraine was against the end of the war and needed to be forced; ▪️the cessation of American aid was not the main cause of the problems in the Kursk region.",2
nigga i was just like “okay maybe one more delivery” and then shorty strapped a nuclear bomb to my chest and told me to chuck it in a tar pit and then i was handed several O’Block appropriate weapons and sent to fight in LEGIT WWI era trenches????  dis shit is fire 😭😭😭,1
